Reference Area,Reference Period,Indicator,Sex,Measure Type,Value
Scotland,2009,Toothache/mouth pain in last month: Yes,Female,Percent,12
Scotland,2009,Toothache/mouth pain in last month: Yes,Female,95% Lower Confidence Limit,10.6
Scotland,2009,Toothache/mouth pain in last month: Yes,Female,95% Upper Confidence Limit,13
Scotland,2009,Toothache/mouth pain in last month: Yes,Male,Percent,11
Scotland,2009,Toothache/mouth pain in last month: Yes,Male,95% Lower Confidence Limit,9.9
Scotland,2009,Toothache/mouth pain in last month: Yes,Male,95% Upper Confidence Limit,12.6
Scotland,2010,Alcohol consumption: Hazardous/Harmful drinker,All,Percent,28
Scotland,2010,Alcohol consumption: Hazardous/Harmful drinker,All,95% Lower Confidence Limit,26.8
Scotland,2010,Alcohol consumption: Hazardous/Harmful drinker,All,95% Upper Confidence Limit,29.6
Scotland,2010,Alcohol consumption: Hazardous/Harmful drinker,Female,Percent,18
Scotland,2010,Alcohol consumption: Hazardous/Harmful drinker,Female,95% Lower Confidence Limit,16.4
Scotland,2010,Alcohol consumption: Hazardous/Harmful drinker,Female,95% Upper Confidence Limit,19.5
Scotland,2010,Alcohol consumption: Hazardous/Harmful drinker,Male,Percent,39
Scotland,2010,Alcohol consumption: Hazardous/Harmful drinker,Male,95% Lower Confidence Limit,37.2
Scotland,2010,Alcohol consumption: Hazardous/Harmful drinker,Male,95% Upper Confidence Limit,41.5
Scotland,2010,Alcohol consumption: Moderate drinker,All,Percent,57
Scotland,2010,Alcohol consumption: Moderate drinker,All,95% Lower Confidence Limit,55.7
Scotland,2010,Alcohol consumption: Moderate drinker,All,95% Upper Confidence Limit,58.6
Scotland,2010,Alcohol consumption: Moderate drinker,Female,Percent,65
Scotland,2010,Alcohol consumption: Moderate drinker,Female,95% Lower Confidence Limit,63.3
Scotland,2010,Alcohol consumption: Moderate drinker,Female,95% Upper Confidence Limit,66.9
Scotland,2010,Alcohol consumption: Moderate drinker,Male,Percent,48
Scotland,2010,Alcohol consumption: Moderate drinker,Male,95% Lower Confidence Limit,46.4
Scotland,2010,Alcohol consumption: Moderate drinker,Male,95% Upper Confidence Limit,50.5
Scotland,2010,Alcohol consumption: Non-drinker,All,Percent,15
Scotland,2010,Alcohol consumption: Non-drinker,All,95% Lower Confidence Limit,13.5
Scotland,2010,Alcohol consumption: Non-drinker,All,95% Upper Confidence Limit,15.9
Scotland,2010,Alcohol consumption: Non-drinker,Female,Percent,17
Scotland,2010,Alcohol consumption: Non-drinker,Female,95% Lower Confidence Limit,15.4
Scotland,2010,Alcohol consumption: Non-drinker,Female,95% Upper Confidence Limit,18.4
Scotland,2010,Alcohol consumption: Non-drinker,Male,Percent,12
Scotland,2010,Alcohol consumption: Non-drinker,Male,95% Lower Confidence Limit,10.7
Scotland,2010,Alcohol consumption: Non-drinker,Male,95% Upper Confidence Limit,13.7
Scotland,2010,Any cardiovascular condition: Has a cardiovascular condition,All,Percent,15
Scotland,2010,Any cardiovascular condition: Has a cardiovascular condition,All,95% Lower Confidence Limit,14.1
Scotland,2010,Any cardiovascular condition: Has a cardiovascular condition,All,95% Upper Confidence Limit,16.1
Scotland,2010,Any cardiovascular condition: Has a cardiovascular condition,Female,Percent,14
Scotland,2010,Any cardiovascular condition: Has a cardiovascular condition,Female,95% Lower Confidence Limit,12.8
Scotland,2010,Any cardiovascular condition: Has a cardiovascular condition,Female,95% Upper Confidence Limit,15.2
Scotland,2010,Any cardiovascular condition: Has a cardiovascular condition,Male,Percent,16
Scotland,2010,Any cardiovascular condition: Has a cardiovascular condition,Male,95% Lower Confidence Limit,14.9
Scotland,2010,Any cardiovascular condition: Has a cardiovascular condition,Male,95% Upper Confidence Limit,17.8
Scotland,2010,Any cardiovascular condition: No cardiovascular condition,All,Percent,85
Scotland,2010,Any cardiovascular condition: No cardiovascular condition,All,95% Lower Confidence Limit,83.9
Scotland,2010,Any cardiovascular condition: No cardiovascular condition,All,95% Upper Confidence Limit,85.9
Scotland,2010,Any cardiovascular condition: No cardiovascular condition,Female,Percent,86
Scotland,2010,Any cardiovascular condition: No cardiovascular condition,Female,95% Lower Confidence Limit,84.8
Scotland,2010,Any cardiovascular condition: No cardiovascular condition,Female,95% Upper Confidence Limit,87.2
Scotland,2010,Any cardiovascular condition: No cardiovascular condition,Male,Percent,84
Scotland,2010,Any cardiovascular condition: No cardiovascular condition,Male,95% Lower Confidence Limit,82.2
Scotland,2010,Any cardiovascular condition: No cardiovascular condition,Male,95% Upper Confidence Limit,85.1
Scotland,2010,Doctor-diagnosed asthma (children): No,All,Percent,88
Scotland,2010,Doctor-diagnosed asthma (children): No,All,95% Lower Confidence Limit,85.6
Scotland,2010,Doctor-diagnosed asthma (children): No,All,95% Upper Confidence Limit,90.2
Scotland,2010,Doctor-diagnosed asthma (children): No,Female,Percent,89
Scotland,2010,Doctor-diagnosed asthma (children): No,Female,95% Lower Confidence Limit,85.9
Scotland,2010,Doctor-diagnosed asthma (children): No,Female,95% Upper Confidence Limit,92.2
Scotland,2010,Doctor-diagnosed asthma (children): No,Male,Percent,87
Scotland,2010,Doctor-diagnosed asthma (children): No,Male,95% Lower Confidence Limit,83.8
Scotland,2010,Doctor-diagnosed asthma (children): No,Male,95% Upper Confidence Limit,89.8
Scotland,2010,Doctor-diagnosed asthma (children): Yes,All,Percent,12
Scotland,2010,Doctor-diagnosed asthma (children): Yes,All,95% Lower Confidence Limit,9.8
Scotland,2010,Doctor-diagnosed asthma (children): Yes,All,95% Upper Confidence Limit,14.4
Scotland,2010,Doctor-diagnosed asthma (children): Yes,Female,Percent,11
Scotland,2010,Doctor-diagnosed asthma (children): Yes,Female,95% Lower Confidence Limit,7.8
Scotland,2010,Doctor-diagnosed asthma (children): Yes,Female,95% Upper Confidence Limit,14.1
Scotland,2010,Doctor-diagnosed asthma (children): Yes,Male,Percent,13
Scotland,2010,Doctor-diagnosed asthma (children): Yes,Male,95% Lower Confidence Limit,10.2
Scotland,2010,Doctor-diagnosed asthma (children): Yes,Male,95% Upper Confidence Limit,16.2
Scotland,2010,Doctor-diagnosed asthma: No,All,Percent,85
Scotland,2010,Doctor-diagnosed asthma: No,All,95% Lower Confidence Limit,83.5
Scotland,2010,Doctor-diagnosed asthma: No,All,95% Upper Confidence Limit,87
Scotland,2010,Doctor-diagnosed asthma: No,Female,Percent,84
Scotland,2010,Doctor-diagnosed asthma: No,Female,95% Lower Confidence Limit,81.9
Scotland,2010,Doctor-diagnosed asthma: No,Female,95% Upper Confidence Limit,86.4
Scotland,2010,Doctor-diagnosed asthma: No,Male,Percent,86
Scotland,2010,Doctor-diagnosed asthma: No,Male,95% Lower Confidence Limit,83.8
Scotland,2010,Doctor-diagnosed asthma: No,Male,95% Upper Confidence Limit,89
Scotland,2010,Doctor-diagnosed asthma: Yes,All,Percent,15
Scotland,2010,Doctor-diagnosed asthma: Yes,All,95% Lower Confidence Limit,13
Scotland,2010,Doctor-diagnosed asthma: Yes,All,95% Upper Confidence Limit,16.5
Scotland,2010,Doctor-diagnosed asthma: Yes,Female,Percent,16
Scotland,2010,Doctor-diagnosed asthma: Yes,Female,95% Lower Confidence Limit,13.6
Scotland,2010,Doctor-diagnosed asthma: Yes,Female,95% Upper Confidence Limit,18.1
Scotland,2010,Doctor-diagnosed asthma: Yes,Male,Percent,14
Scotland,2010,Doctor-diagnosed asthma: Yes,Male,95% Lower Confidence Limit,11
Scotland,2010,Doctor-diagnosed asthma: Yes,Male,95% Upper Confidence Limit,16.2
Scotland,2010,Fruit & vegetable consumption (children): 5 portions or more,All,Percent,12
Scotland,2010,Fruit & vegetable consumption (children): 5 portions or more,All,95% Lower Confidence Limit,10.5
Scotland,2010,Fruit & vegetable consumption (children): 5 portions or more,All,95% Upper Confidence Limit,14.5
Scotland,2010,Fruit & vegetable consumption (children): 5 portions or more,Female,Percent,13
Scotland,2010,Fruit & vegetable consumption (children): 5 portions or more,Female,95% Lower Confidence Limit,9.9
Scotland,2010,Fruit & vegetable consumption (children): 5 portions or more,Female,95% Upper Confidence Limit,15.2
Scotland,2010,Fruit & vegetable consumption (children): 5 portions or more,Male,Percent,12
Scotland,2010,Fruit & vegetable consumption (children): 5 portions or more,Male,95% Lower Confidence Limit,9.5
Scotland,2010,Fruit & vegetable consumption (children): 5 portions or more,Male,95% Upper Confidence Limit,15.2
Scotland,2010,Fruit & vegetable consumption (children): Less than 5 portions,All,Percent,77
Scotland,2010,Fruit & vegetable consumption (children): Less than 5 portions,All,95% Lower Confidence Limit,74.3
Scotland,2010,Fruit & vegetable consumption (children): Less than 5 portions,All,95% Upper Confidence Limit,79.4
Scotland,2010,Fruit & vegetable consumption (children): Less than 5 portions,Female,Percent,78
Scotland,2010,Fruit & vegetable consumption (children): Less than 5 portions,Female,95% Lower Confidence Limit,74.2
Scotland,2010,Fruit & vegetable consumption (children): Less than 5 portions,Female,95% Upper Confidence Limit,80.8
Scotland,2010,Fruit & vegetable consumption (children): Less than 5 portions,Male,Percent,76
Scotland,2010,Fruit & vegetable consumption (children): Less than 5 portions,Male,95% Lower Confidence Limit,72.6
Scotland,2010,Fruit & vegetable consumption (children): Less than 5 portions,Male,95% Upper Confidence Limit,79.8
Scotland,2010,Fruit & vegetable consumption (children): None,All,Percent,11
Scotland,2010,Fruit & vegetable consumption (children): None,All,95% Lower Confidence Limit,8.6
Scotland,2010,Fruit & vegetable consumption (children): None,All,95% Upper Confidence Limit,12.8
Scotland,2010,Fruit & vegetable consumption (children): None,Female,Percent,10
Scotland,2010,Fruit & vegetable consumption (children): None,Female,95% Lower Confidence Limit,7.4
Scotland,2010,Fruit & vegetable consumption (children): None,Female,95% Upper Confidence Limit,12.5
Scotland,2010,Fruit & vegetable consumption (children): None,Male,Percent,11
Scotland,2010,Fruit & vegetable consumption (children): None,Male,95% Lower Confidence Limit,8.6
Scotland,2010,Fruit & vegetable consumption (children): None,Male,95% Upper Confidence Limit,14.3
Scotland,2010,Fruit & vegetable consumption: 5 portions or more,All,Percent,22
Scotland,2010,Fruit & vegetable consumption: 5 portions or more,All,95% Lower Confidence Limit,20.4
Scotland,2010,Fruit & vegetable consumption: 5 portions or more,All,95% Upper Confidence Limit,22.8
Scotland,2010,Fruit & vegetable consumption: 5 portions or more,Female,Percent,23
Scotland,2010,Fruit & vegetable consumption: 5 portions or more,Female,95% Lower Confidence Limit,21.2
Scotland,2010,Fruit & vegetable consumption: 5 portions or more,Female,95% Upper Confidence Limit,24.3
Scotland,2010,Fruit & vegetable consumption: 5 portions or more,Male,Percent,20
Scotland,2010,Fruit & vegetable consumption: 5 portions or more,Male,95% Lower Confidence Limit,18.6
Scotland,2010,Fruit & vegetable consumption: 5 portions or more,Male,95% Upper Confidence Limit,22
Scotland,2010,Fruit & vegetable consumption: Less than 5 portions,All,Percent,68
Scotland,2010,Fruit & vegetable consumption: Less than 5 portions,All,95% Lower Confidence Limit,66.9
Scotland,2010,Fruit & vegetable consumption: Less than 5 portions,All,95% Upper Confidence Limit,69.5
Scotland,2010,Fruit & vegetable consumption: Less than 5 portions,Female,Percent,69
Scotland,2010,Fruit & vegetable consumption: Less than 5 portions,Female,95% Lower Confidence Limit,67
Scotland,2010,Fruit & vegetable consumption: Less than 5 portions,Female,95% Upper Confidence Limit,70.1
Scotland,2010,Fruit & vegetable consumption: Less than 5 portions,Male,Percent,68
Scotland,2010,Fruit & vegetable consumption: Less than 5 portions,Male,95% Lower Confidence Limit,65.9
Scotland,2010,Fruit & vegetable consumption: Less than 5 portions,Male,95% Upper Confidence Limit,69.7
Scotland,2010,Fruit & vegetable consumption: None,All,Percent,10
Scotland,2010,Fruit & vegetable consumption: None,All,95% Lower Confidence Limit,9.2
Scotland,2010,Fruit & vegetable consumption: None,All,95% Upper Confidence Limit,11.2
Scotland,2010,Fruit & vegetable consumption: None,Female,Percent,9
Scotland,2010,Fruit & vegetable consumption: None,Female,95% Lower Confidence Limit,7.6
Scotland,2010,Fruit & vegetable consumption: None,Female,95% Upper Confidence Limit,9.8
Scotland,2010,Fruit & vegetable consumption: None,Male,Percent,12
Scotland,2010,Fruit & vegetable consumption: None,Male,95% Lower Confidence Limit,10.5
Scotland,2010,Fruit & vegetable consumption: None,Male,95% Upper Confidence Limit,13.3
Scotland,2010,General health questionnaire (GHQ-12): Score 0,All,Percent,61
Scotland,2010,General health questionnaire (GHQ-12): Score 0,All,95% Lower Confidence Limit,59.4
Scotland,2010,General health questionnaire (GHQ-12): Score 0,All,95% Upper Confidence Limit,62.3
Scotland,2010,General health questionnaire (GHQ-12): Score 0,Female,Percent,57
Scotland,2010,General health questionnaire (GHQ-12): Score 0,Female,95% Lower Confidence Limit,55.6
Scotland,2010,General health questionnaire (GHQ-12): Score 0,Female,95% Upper Confidence Limit,59.1
Scotland,2010,General health questionnaire (GHQ-12): Score 0,Male,Percent,65
Scotland,2010,General health questionnaire (GHQ-12): Score 0,Male,95% Lower Confidence Limit,62.5
Scotland,2010,General health questionnaire (GHQ-12): Score 0,Male,95% Upper Confidence Limit,66.9
Scotland,2010,General health questionnaire (GHQ-12): Score 1-3,All,Percent,24
Scotland,2010,General health questionnaire (GHQ-12): Score 1-3,All,95% Lower Confidence Limit,22.5
Scotland,2010,General health questionnaire (GHQ-12): Score 1-3,All,95% Upper Confidence Limit,24.9
Scotland,2010,General health questionnaire (GHQ-12): Score 1-3,Female,Percent,25
Scotland,2010,General health questionnaire (GHQ-12): Score 1-3,Female,95% Lower Confidence Limit,23.6
Scotland,2010,General health questionnaire (GHQ-12): Score 1-3,Female,95% Upper Confidence Limit,26.8
Scotland,2010,General health questionnaire (GHQ-12): Score 1-3,Male,Percent,22
Scotland,2010,General health questionnaire (GHQ-12): Score 1-3,Male,95% Lower Confidence Limit,20.2
